chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr1	159539	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	159540	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	159543	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	159546	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	159547	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	159551	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	159552	+	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	159554	-	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	159556	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	159558	-	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	159563	+	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	159567	+	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	159570	-	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	159575	+	CG	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	159576	-	CG	0.000	3.00	0	3	5	5	0.000	0.562
chr1	159583	+	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	159586	-	CHH	0.000	3.00	0	3	6	6	0.000	0.562
chr1	159589	+	CHH	0.000	6.00	0	6	3	3	0.000	0.390
chr1	159591	+	CHH	0.000	6.00	0	6	3	3	0.000	0.390
chr1	159593	+	CHG	0.000	6.00	0	6	3	3	0.000	0.390
chr1	159595	-	CHG	0.000	3.00	0	3	6	6	0.000	0.562
chr1	159596	+	CHH	0.000	6.00	0	6	3	3	0.000	0.390
chr1	159597	+	CHG	0.000	6.00	0	6	3	3	0.000	0.390
chr1	159599	-	CHG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	159600	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	159602	+	CHG	0.143	7.00	1	7	4	4	0.026	0.513
chr1	159604	-	CHG	0.000	4.00	0	4	7	7	0.000	0.490
chr1	159607	+	CHH	0.250	8.00	2	8	5	5	0.071	0.591
chr1	159620	+	CHH	0.000	12.00	0	12	7	7	0.000	0.243
chr1	159627	+	CHH	0.154	13.00	2	13	7	7	0.043	0.422
chr1	159632	-	CHH	0.000	6.00	0	6	13	13	0.000	0.390
chr1	159634	+	CHH	0.077	13.00	1	13	7	7	0.014	0.333
chr1	159636	+	CHH	0.077	13.00	1	13	7	7	0.014	0.333
chr1	159642	+	CHH	0.214	14.00	3	14	9	9	0.076	0.476
chr1	159646	+	CHH	0.133	15.00	2	15	8	8	0.037	0.379
chr1	159663	+	CHH	0.133	15.00	2	15	10	10	0.037	0.379
chr1	159664	+	CHH	0.000	16.00	0	16	10	10	0.000	0.194
chr1	159665	+	CHH	0.000	16.00	0	16	10	10	0.000	0.194
chr1	159668	+	CHG	0.000	16.00	0	16	10	10	0.000	0.194
chr1	159670	-	CHG	0.000	11.00	0	11	16	16	0.000	0.259
chr1	159671	-	CHH	0.091	11.00	1	11	16	16	0.016	0.377
chr1	159672	+	CHH	0.000	16.00	0	16	12	12	0.000	0.194
chr1	159675	+	CHG	0.000	16.00	0	16	11	11	0.000	0.194
chr1	159677	-	CHG	0.000	13.00	0	13	16	16	0.000	0.228
chr1	159678	-	CHH	0.000	13.00	0	13	16	16	0.000	0.228
chr1	159683	+	CHH	0.000	17.00	0	17	13	13	0.000	0.184
chr1	159684	+	CHH	0.000	17.00	0	17	13	13	0.000	0.184
chr1	159686	+	CHH	0.000	18.00	0	18	13	13	0.000	0.176
chr1	159697	-	CHH	0.000	14.00	0	14	22	22	0.000	0.215
chr1	159700	+	CHH	0.000	22.00	0	22	14	14	0.000	0.149
chr1	159707	+	CHH	0.000	21.00	0	21	13	13	0.000	0.155
chr1	159713	+	CHH	0.000	20.00	0	20	13	13	-0.000	0.161
chr1	159714	+	CHG	0.000	20.00	0	20	12	12	-0.000	0.161
chr1	159716	-	CHG	0.000	12.00	0	12	20	20	0.000	0.243
chr1	159719	+	CHH	0.000	19.00	0	19	12	12	0.000	0.168
chr1	159721	+	CHH	0.000	20.00	0	20	11	11	-0.000	0.161
chr1	159724	-	CHH	0.000	12.00	0	12	20	20	0.000	0.243
chr1	159733	+	CHH	0.000	20.00	0	20	13	13	-0.000	0.161
chr1	159734	+	CHH	0.000	19.50	0	21	13	14	0.000	0.165
chr1	159738	+	CG	0.000	21.08	0	23	11	12	0.000	0.154
chr1	159739	-	CG	0.000	14.00	0	14	23	23	0.000	0.215
chr1	159740	-	CHG	0.000	13.00	0	13	23	23	0.000	0.228
chr1	159746	+	CHH	0.000	22.40	0	24	14	15	-0.000	0.146
chr1	159748	+	CHH	0.000	24.00	0	24	13	13	0.000	0.138
chr1	159752	-	CHH	0.000	15.33	0	16	23	24	0.000	0.200
chr1	159754	+	CHH	0.000	23.00	0	23	10	10	-0.000	0.143
chr1	159768	-	CHH	0.000	13.00	0	13	20	20	0.000	0.228
chr1	159772	-	CHH	0.000	13.00	0	13	19	19	0.000	0.228
chr1	159774	-	CHH	0.000	13.00	0	13	19	19	0.000	0.228
chr1	159778	-	CHH	0.000	13.00	0	13	19	19	0.000	0.228
chr1	159782	-	CHH	0.000	14.00	0	14	19	19	0.000	0.215
chr1	159783	-	CHH	0.000	14.00	0	14	19	19	0.000	0.215
chr1	159786	+	CHH	0.000	19.00	0	19	14	14	0.000	0.168
chr1	159790	-	CHH	0.000	13.00	0	13	17	17	0.000	0.228
chr1	159794	-	CHH	0.000	11.29	0	12	16	17	0.000	0.254
chr1	159796	-	CHH	0.000	12.00	0	12	16	16	0.000	0.243
chr1	159799	+	CHH	0.000	15.00	0	15	13	13	-0.000	0.204
chr1	159800	+	CHH	0.000	15.00	0	15	12	12	-0.000	0.204
chr1	159801	+	CHH	0.000	15.00	0	15	12	12	-0.000	0.204
chr1	159802	+	CHH	0.000	15.00	0	15	13	13	-0.000	0.204
chr1	159803	+	CHH	0.000	13.93	0	15	13	14	0.000	0.216
chr1	159810	-	CHH	0.000	14.00	0	14	16	16	0.000	0.215
chr1	159814	+	CHH	0.000	14.77	0	16	12	13	0.000	0.206
chr1	159819	+	CHH	0.000	17.00	0	17	13	13	0.000	0.184
chr1	159820	+	CHH	0.000	17.00	0	17	13	13	0.000	0.184
chr1	159821	+	CHH	0.000	17.00	0	17	12	12	0.000	0.184
chr1	159827	+	CHG	0.000	16.00	0	16	12	12	0.000	0.194
chr1	159829	-	CHG	0.000	12.00	0	12	17	17	0.000	0.243
chr1	159834	-	CHH	0.000	12.00	0	12	16	16	0.000	0.243
chr1	159835	+	CHH	0.000	15.00	0	15	12	12	-0.000	0.204
chr1	159842	-	CHH	0.000	11.00	0	11	13	13	0.000	0.259
chr1	159847	-	CHH	0.000	11.00	0	11	11	11	0.000	0.259
chr1	159848	-	CHH	0.000	11.00	0	11	10	10	0.000	0.259
chr1	159849	-	CHH	0.000	11.00	0	11	10	10	0.000	0.259
chr1	159851	+	CHG	0.000	10.00	0	10	11	11	-0.000	0.278
chr1	159853	-	CHG	0.091	11.00	1	11	9	9	0.016	0.377
chr1	159861	-	CHH	0.000	11.00	0	11	9	9	0.000	0.259
chr1	159862	+	CHH	0.000	9.00	0	9	11	11	0.000	0.299
chr1	159866	-	CHH	0.000	11.00	0	11	9	9	0.000	0.259
chr1	159869	-	CHH	0.000	11.00	0	11	9	9	0.000	0.259
chr1	159871	-	CHH	0.000	11.00	0	11	9	9	0.000	0.259
chr1	159880	+	CHH	0.000	8.00	0	8	10	10	0.000	0.324
chr1	159884	+	CHH	0.000	6.00	0	6	9	9	0.000	0.390
chr1	159886	+	CHH	0.000	6.00	0	6	8	8	0.000	0.390
chr1	159890	-	CHH	0.156	6.40	1	8	4	5	0.028	0.542
chr1	159900	+	CHH	0.292	3.43	1	4	6	7	0.053	0.750
chr1	159905	+	CHG	0.000	3.00	0	3	6	6	0.000	0.562
chr1	159907	-	CHG	0.000	6.00	0	6	3	3	0.000	0.390
chr1	159909	-	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	159911	-	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	159912	-	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	159914	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	159919	+	CHH	0.000	2.00	0	2	6	6	0.000	0.658
chr1	159923	-	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	159924	+	CHG	0.000	2.00	0	2	6	6	0.000	0.658
chr1	159926	-	CHG	0.000	6.00	0	6	2	2	0.000	0.390
chr1	159928	+	CG	0.000	2.00	0	2	6	6	0.000	0.658
chr1	159929	-	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	159932	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	159933	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	159936	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	159938	+	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	159939	-	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	159943	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	159948	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	159951	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	159954	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	159955	-	CHH	0.000	1.00	0	2	1	2	0.000	0.793
chr1	159958	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	159959	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	159962	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	159965	-	CHH	0.000	3.00	0	3	0	0	0.000	0.562
chr1	159976	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	159986	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	159995	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	159999	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160006	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160009	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160010	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160020	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160022	-	CHG	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160026	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160029	+	CHH	0.333	3.00	1	3	2	2	0.061	0.792
chr1	160035	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160039	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160042	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160052	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160057	+	CHH	0.333	3.00	1	3	1	1	0.061	0.792
chr1	160060	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160061	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160066	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160068	-	CHH	0.500	2.00	1	2	3	3	0.095	0.905
chr1	160071	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160073	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160074	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160078	+	CG	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160079	-	CG	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160082	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160083	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160085	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160086	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160091	+	CHG	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160093	-	CHG	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160094	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160095	+	CHH	0.333	3.00	1	3	2	2	0.061	0.792
chr1	160098	-	CHH	0.000	2.00	0	2	3	3	0.000	0.658
chr1	160100	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160102	+	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	160107	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160110	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160113	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160115	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160116	+	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160118	-	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160120	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160122	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160124	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160125	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160128	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160131	-	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160134	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160136	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160139	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160140	+	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160142	-	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160143	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160149	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160153	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160156	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160160	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160163	+	CG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160164	-	CG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160165	-	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160168	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160171	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160172	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160173	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160175	+	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160176	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160178	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160179	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160182	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160184	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160185	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160187	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160190	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160193	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160197	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160201	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160203	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160206	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160207	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160209	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160211	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160213	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160215	+	CG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160216	-	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160218	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160221	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160222	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160224	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160226	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160229	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160230	+	CG	1.000	1.00	1	1	2	2	0.207	1.000
chr1	160231	-	CG	0.500	2.00	1	2	1	1	0.095	0.905
chr1	160236	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160240	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160242	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160244	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160246	+	CG	1.000	0.67	1	1	2	3	0.148	1.000
chr1	160247	-	CG	0.500	2.00	1	2	1	1	0.095	0.905
chr1	160249	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160253	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160254	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160256	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160257	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160259	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160260	+	CG	1.000	1.00	1	1	3	3	0.207	1.000
chr1	160261	-	CG	1.000	3.00	3	3	1	1	0.438	1.000
chr1	160262	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160264	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160269	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160270	+	CG	1.000	1.00	1	1	3	3	0.207	1.000
chr1	160271	-	CG	1.000	3.00	3	3	1	1	0.438	1.000
chr1	160272	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160273	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160277	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160278	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160280	+	CG	1.000	1.00	1	1	4	4	0.207	1.000
chr1	160281	-	CG	0.333	3.00	1	3	1	1	0.061	0.792
chr1	160283	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160288	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160290	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160291	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160293	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160301	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160302	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160303	+	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160305	-	CHG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160306	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160309	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160321	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	160341	-	CHH	0.000	6.00	0	6	0	0	0.000	0.390
chr1	160358	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	160365	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	160371	-	CHG	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	160373	-	CHH	0.200	5.00	1	5	0	0	0.036	0.624
chr1	160378	-	CHG	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	160379	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	160388	-	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	160396	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	160399	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160401	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160404	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160406	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160410	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160413	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160417	+	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160419	-	CHG	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	160420	-	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	160428	+	CHG	0.000	1.00	0	1	5	5	0.000	0.793
chr1	160429	+	CG	1.000	1.00	1	1	4	4	0.207	1.000
chr1	160430	-	CG	0.750	4.00	3	4	1	1	0.301	0.954
chr1	160432	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160434	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160437	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160438	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160439	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160443	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160444	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160445	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160448	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160450	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160452	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160453	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160454	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160455	+	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160457	-	CHG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160461	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160462	+	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160464	-	CHG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160465	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160467	+	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160468	-	CG	0.250	4.00	1	4	1	1	0.046	0.699
chr1	160469	-	CHG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160474	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160478	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160479	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160481	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160482	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160484	+	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160486	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160490	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160495	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160501	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160504	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160505	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160509	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160512	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160515	+	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160516	-	CG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160518	+	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160520	-	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160523	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160528	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160533	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160535	+	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160536	-	CG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160539	-	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160546	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160551	+	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160552	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160556	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160557	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160558	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160559	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160563	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160567	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160568	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160577	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160578	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160581	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160587	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160591	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160592	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160593	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160596	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160603	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160605	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160608	+	CG	1.000	1.00	1	1	0	0	0.207	1.000
chr1	160610	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160617	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160618	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160623	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160626	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160635	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160641	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160647	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160648	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	160659	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160662	-	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160666	-	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160669	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160674	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160675	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160678	-	CG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160682	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160687	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160697	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160699	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160701	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160702	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160704	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160706	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160707	+	CG	1.000	1.00	1	1	2	2	0.207	1.000
chr1	160708	-	CG	1.000	2.00	2	2	1	1	0.342	1.000
chr1	160712	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
